"typeSeason","slugSeason","idGame","dateGame","slugMatchup","slugTeamWinner","slugTeamLoser","numberGameDay","vh","home_team_short","away_team_short","home_Final","away_Final","Close","Actual"
"Regular Season","2009-10",20900288,2009-12-05,"POR vs. HOU","POR","HOU",7,"vs","POR","HOU",90,89,-5.5,-1
"Regular Season","2009-10",20900289,2009-12-05,"GSW vs. ORL","ORL","GSW",8,"vs","GSW","ORL",118,126,9.5,8
"Regular Season","2009-10",20900290,2009-12-05,"LAC vs. IND","LAC","IND",9,"vs","LAC","IND",88,72,-2.5,-16
"Regular Season","2009-10",20900291,2009-12-06,"NJN @ NYK","NYK","NJN",1,"@ ","NYK","NJN",106,97,-4,-9
"Regular Season","2009-10",20900292,2009-12-06,"CLE @ MIL","CLE","MIL",2,"@ ","MIL","CLE",86,101,6.5,15
"Regular Season","2009-10",20900293,2009-12-06,"WAS @ DET","DET","WAS",3,"@ ","DET","WAS",98,94,-3,-4
"Regular Season","2009-10",20900294,2009-12-06,"MIA @ SAC","MIA","SAC",4,"@ ","SAC","MIA",102,115,1.5,13
"Regular Season","2009-10",20900295,2009-12-06,"PHX @ LAL","LAL","PHX",5,"@ ","LAL","PHX",108,88,-9.5,-20
"Regular Season","2009-10",20900296,2009-12-07,"DEN @ PHI","DEN","PHI",1,"@ ","PHI","DEN",83,93,7,10
"Regular Season","2009-10",20900297,2009-12-07,"POR @ NYK","NYK","POR",2,"@ ","NYK","POR",93,84,3.5,-9
"Regular Season","2009-10",20900298,2009-12-07,"OKC vs. GSW","OKC","GSW",3,"vs","OKC","GSW",104,88,-7,-16
"Regular Season","2009-10",20900299,2009-12-07,"UTA vs. SAS","UTA","SAS",4,"vs","UTA","SAS",104,101,-2,-3
"Regular Season","2009-10",20900300,2009-12-08,"DEN @ CHA","CHA","DEN",1,"@ ","CHA","DEN",107,95,3,-12
"Regular Season","2009-10",20900301,2009-12-08,"MIN @ TOR","TOR","MIN",2,"@ ","TOR","MIN",94,88,-7.5,-6
"Regular Season","2009-10",20900302,2009-12-08,"MIL @ BOS","BOS","MIL",3,"@ ","BOS","MIL",98,89,-12.5,-9
"Regular Season","2009-10",20900303,2009-12-08,"CHI vs. NJN","NJN","CHI",4,"vs","CHI","NJN",101,103,-6,2
"Regular Season","2009-10",20900304,2009-12-08,"MEM vs. CLE","MEM","CLE",5,"vs","MEM","CLE",111,109,7,-2
"Regular Season","2009-10",20900305,2009-12-08,"NOH vs. SAC","NOH","SAC",6,"vs","NOH","SAC",96,94,-9,-2
"Regular Season","2009-10",20900306,2009-12-08,"PHX @ DAL","DAL","PHX",7,"@ ","DAL","PHX",102,101,-5,-1
"Regular Season","2009-10",20900307,2009-12-08,"ORL @ LAC","ORL","LAC",8,"@ ","LAC","ORL",86,97,7.5,11
"Regular Season","2009-10",20900308,2009-12-09,"CHI @ ATL","ATL","CHI",1,"@ ","ATL","CHI",118,83,-10.5,-35
"Regular Season","2009-10",20900309,2009-12-09,"POR @ IND","POR","IND",2,"@ ","IND","POR",91,102,4.5,11
"Regular Season","2009-10",20900310,2009-12-09,"DET @ PHI","DET","PHI",3,"@ ","PHI","DET",86,90,-4.5,4
"Regular Season","2009-10",20900311,2009-12-09,"NJN vs. GSW","GSW","NJN",4,"vs","NJN","GSW",89,105,0,16
"Regular Season","2009-10",20900312,2009-12-09,"MIL vs. TOR","MIL","TOR",5,"vs","MIL","TOR",117,95,-4.5,-22
"Regular Season","2009-10",20900313,2009-12-09,"NOH @ MIN","NOH","MIN",6,"@ ","MIN","NOH",96,97,3,1
"Regular Season","2009-10",20900314,2009-12-09,"CLE @ HOU","HOU","CLE",7,"@ ","HOU","CLE",95,85,3,-10
"Regular Season","2009-10",20900315,2009-12-09,"SAC @ SAS","SAS","SAC",8,"@ ","SAS","SAC",118,106,-12.5,-12
"Regular Season","2009-10",20900316,2009-12-09,"UTA @ LAL","LAL","UTA",9,"@ ","LAL","UTA",101,77,-10.5,-24
"Regular Season","2009-10",20900317,2009-12-10,"DEN @ DET","DET","DEN",1,"@ ","DET","DEN",101,99,8,-2
"Regular Season","2009-10",20900318,2009-12-10,"WAS vs. BOS","BOS","WAS",2,"vs","WAS","BOS",102,104,7.5,2
"Regular Season","2009-10",20900319,2009-12-10,"UTA vs. ORL","UTA","ORL",3,"vs","UTA","ORL",120,111,3,-9
"Regular Season","2009-10",20900320,2009-12-11,"NJN @ IND","IND","NJN",1,"@ ","IND","NJN",107,91,-4,-16
"Regular Season","2009-10",20900321,2009-12-11,"PHI vs. HOU","HOU","PHI",2,"vs","PHI","HOU",91,96,2.5,5
"Regular Season","2009-10",20900322,2009-12-11,"ATL @ TOR","ATL","TOR",3,"@ ","TOR","ATL",89,111,3.5,22
"Regular Season","2009-10",20900323,2009-12-11,"MIA vs. DAL","DAL","MIA",4,"vs","MIA","DAL",93,106,1.5,13
"Regular Season","2009-10",20900324,2009-12-11,"CHI vs. GSW","CHI","GSW",5,"vs","CHI","GSW",96,91,-5,-5
"Regular Season","2009-10",20900325,2009-12-11,"CLE vs. POR","CLE","POR",6,"vs","CLE","POR",104,99,-10,-5
"Regular Season","2009-10",20900326,2009-12-11,"MEM vs. OKC","OKC","MEM",7,"vs","MEM","OKC",94,102,-2,8
"Regular Season","2009-10",20900327,2009-12-11,"NYK @ NOH","NYK","NOH",8,"@ ","NOH","NYK",96,113,-6.5,17
"Regular Season","2009-10",20900328,2009-12-11,"CHA @ SAS","SAS","CHA",9,"@ ","SAS","CHA",104,85,-7.5,-19
"Regular Season","2009-10",20900329,2009-12-11,"MIN @ LAL","LAL","MIN",10,"@ ","LAL","MIN",104,92,-15,-12
"Regular Season","2009-10",20900330,2009-12-11,"PHX vs. ORL","PHX","ORL",11,"vs","PHX","ORL",106,103,-3,-3
"Regular Season","2009-10",20900331,2009-12-12,"WAS vs. IND","IND","WAS",1,"vs","WAS","IND",113,114,-7.5,1
"Regular Season","2009-10",20900332,2009-12-12,"DET vs. GSW","DET","GSW",2,"vs","DET","GSW",104,95,-5.5,-9
"Regular Season","2009-10",20900333,2009-12-12,"BOS @ CHI","BOS","CHI",3,"@ ","CHI","BOS",80,106,9.5,26
"Regular Season","2009-10",20900334,2009-12-12,"DAL vs. CHA","DAL","CHA",4,"vs","DAL","CHA",98,97,-7.5,-1
"Regular Season","2009-10",20900335,2009-12-12,"MIL vs. POR","MIL","POR",5,"vs","MIL","POR",108,101,-3.5,-7
"Regular Season","2009-10",20900336,2009-12-12,"PHX @ DEN","DEN","PHX",6,"@ ","DEN","PHX",105,99,-9,-6
"Regular Season","2009-10",20900337,2009-12-12,"UTA vs. LAL","UTA","LAL",7,"vs","UTA","LAL",102,94,-2,-8
"Regular Season","2009-10",20900338,2009-12-12,"MIN @ SAC","SAC","MIN",8,"@ ","SAC","MIN",120,100,-7,-20
"Regular Season","2009-10",20900339,2009-12-13,"TOR vs. HOU","TOR","HOU",1,"vs","TOR","HOU",101,88,2,-13
"Regular Season","2009-10",20900340,2009-12-13,"NJN @ ATL","ATL","NJN",2,"@ ","ATL","NJN",130,107,-13,-23
"Regular Season","2009-10",20900341,2009-12-13,"MEM @ MIA","MEM","MIA",3,"@ ","MIA","MEM",90,118,-6,28
"Regular Season","2009-10",20900342,2009-12-13,"CLE @ OKC","CLE","OKC",4,"@ ","OKC","CLE",89,102,3,13
"Regular Season","2009-10",20900343,2009-12-13,"SAS @ LAC","SAS","LAC",5,"@ ","LAC","SAS",90,115,5.5,25
"Regular Season","2009-10",20900344,2009-12-14,"ORL vs. IND","ORL","IND",1,"vs","ORL","IND",106,98,-12.5,-8
"Regular Season","2009-10",20900345,2009-12-14,"GSW @ PHI","PHI","GSW",2,"@ ","PHI","GSW",117,101,-4,-16
"Regular Season","2009-10",20900346,2009-12-14,"MEM vs. BOS","BOS","MEM",3,"vs","MEM","BOS",105,110,7.5,5
"Regular Season","2009-10",20900347,2009-12-14,"NOH @ DAL","DAL","NOH",4,"@ ","DAL","NOH",94,90,-9,-4
"Regular Season","2009-10",20900348,2009-12-14,"DEN vs. OKC","DEN","OKC",5,"vs","DEN","OKC",102,93,-10,-9
"Regular Season","2009-10",20900349,2009-12-14,"MIN @ UTA","MIN","UTA",6,"@ ","UTA","MIN",108,110,-13.5,2
"Regular Season","2009-10",20900350,2009-12-14,"WAS @ LAC","LAC","WAS",7,"@ ","LAC","WAS",97,95,-2,-2
"Regular Season","2009-10",20900351,2009-12-15,"NYK @ CHA","CHA","NYK",1,"@ ","CHA","NYK",94,87,-5,-7
"Regular Season","2009-10",20900352,2009-12-15,"NJN @ CLE","CLE","NJN",2,"@ ","CLE","NJN",99,89,-14.5,-10
"Regular Season","2009-10",20900353,2009-12-15,"MIA vs. TOR","MIA","TOR",3,"vs","MIA","TOR",115,95,-6.5,-20
"Regular Season","2009-10",20900354,2009-12-15,"CHI vs. LAL","LAL","CHI",4,"vs","CHI","LAL",87,96,10,9
"Regular Season","2009-10",20900355,2009-12-15,"DET @ HOU","HOU","DET",5,"@ ","HOU","DET",107,96,-5.5,-11
"Regular Season","2009-10",20900356,2009-12-15,"SAS @ PHX","PHX","SAS",6,"@ ","PHX","SAS",116,104,-2,-12
"Regular Season","2009-10",20900357,2009-12-15,"POR vs. SAC","POR","SAC",7,"vs","POR","SAC",95,88,-7,-7
"Regular Season","2009-10",20900358,2009-12-16,"ATL vs. MEM","ATL","MEM",1,"vs","ATL","MEM",110,97,-10,-13
"Regular Season","2009-10",20900359,2009-12-16,"IND vs. CHA","IND","CHA",2,"vs","IND","CHA",101,98,-3.5,-3
"Regular Season","2009-10",20900360,2009-12-16,"TOR @ ORL","ORL","TOR",3,"@ ","ORL","TOR",118,99,-11,-19
"Regular Season","2009-10",20900361,2009-12-16,"PHI vs. CLE","CLE","PHI",4,"vs","PHI","CLE",101,108,6,7
"Regular Season","2009-10",20900362,2009-12-16,"NJN vs. UTA","UTA","NJN",5,"vs","NJN","UTA",92,108,9,16
"Regular Season","2009-10",20900363,2009-12-16,"MIL vs. LAL","LAL","MIL",6,"vs","MIL","LAL",106,107,5,1
"Regular Season","2009-10",20900364,2009-12-16,"LAC @ MIN","LAC","MIN",7,"@ ","MIN","LAC",95,120,0,25
"Regular Season","2009-10",20900365,2009-12-16,"DET @ NOH","NOH","DET",8,"@ ","NOH","DET",95,87,-5.5,-8
"Regular Season","2009-10",20900366,2009-12-16,"OKC vs. DAL","DAL","OKC",9,"vs","OKC","DAL",86,100,2,14
"Regular Season","2009-10",20900367,2009-12-16,"DEN vs. HOU","DEN","HOU",10,"vs","DEN","HOU",111,101,-8.5,-10
"Regular Season","2009-10",20900368,2009-12-16,"WAS @ SAC","SAC","WAS",11,"@ ","SAC","WAS",112,109,-4,-3
"Regular Season","2009-10",20900369,2009-12-16,"SAS @ GSW","SAS","GSW",12,"@ ","GSW","SAS",91,103,5.5,12
"Regular Season","2009-10",20900370,2009-12-17,"CHI vs. NYK","CHI","NYK",1,"vs","CHI","NYK",98,89,-2.5,-9
"Regular Season","2009-10",20900371,2009-12-17,"ORL @ MIA","MIA","ORL",2,"@ ","MIA","ORL",104,86,4,-18
"Regular Season","2009-10",20900372,2009-12-17,"POR vs. PHX","POR","PHX",3,"vs","POR","PHX",105,102,-1.5,-3
"Regular Season","2009-10",20900373,2009-12-18,"NJN @ TOR","TOR","NJN",1,"@ ","TOR","NJN",118,95,-7.5,-23
"Regular Season","2009-10",20900374,2009-12-18,"ATL vs. UTA","ATL","UTA",2,"vs","ATL","UTA",96,83,-6,-13
"Regular Season","2009-10",20900375,2009-12-18,"BOS vs. PHI","PHI","BOS",3,"vs","BOS","PHI",97,98,-12,1
"Regular Season","2009-10",20900376,2009-12-18,"CLE vs. MIL","CLE","MIL",4,"vs","CLE","MIL",85,82,-9.5,-3
"Regular Season","2009-10",20900377,2009-12-18,"IND @ MEM","MEM","IND",5,"@ ","MEM","IND",107,94,-6,-13
"Regular Season","2009-10",20900378,2009-12-18,"SAC @ MIN","MIN","SAC",6,"@ ","MIN","SAC",112,96,2,-16
"Regular Season","2009-10",20900379,2009-12-18,"NOH vs. DEN","NOH","DEN",7,"vs","NOH","DEN",98,92,1,-6
"Regular Season","2009-10",20900380,2009-12-18,"NYK vs. LAC","NYK","LAC",8,"vs","NYK","LAC",95,91,-1.5,-4
"Regular Season","2009-10",20900381,2009-12-18,"OKC vs. DET","OKC","DET",9,"vs","OKC","DET",109,98,-4.5,-11
"Regular Season","2009-10",20900382,2009-12-18,"HOU @ DAL","HOU","DAL",10,"@ ","DAL","HOU",108,116,-5.5,8
"Regular Season","2009-10",20900383,2009-12-18,"WAS @ GSW","WAS","GSW",11,"@ ","GSW","WAS",109,118,-3,9
"Regular Season","2009-10",20900384,2009-12-19,"CHA vs. UTA","UTA","CHA",1,"vs","CHA","UTA",102,110,-3,8
"Regular Season","2009-10",20900385,2009-12-19,"ORL vs. POR","ORL","POR",2,"vs","ORL","POR",92,83,-9,-9
"Regular Season","2009-10",20900386,2009-12-19,"PHI vs. LAC","LAC","PHI",3,"vs","PHI","LAC",107,112,-3.5,5
"Regular Season","2009-10",20900387,2009-12-19,"ATL @ CHI","CHI","ATL",4,"@ ","CHI","ATL",101,98,4.5,-3
"Regular Season","2009-10",20900388,2009-12-19,"LAL @ NJN","LAL","NJN",5,"@ ","NJN","LAL",84,103,13,19
"Regular Season","2009-10",20900389,2009-12-19,"HOU vs. OKC","HOU","OKC",6,"vs","HOU","OKC",95,90,-3.5,-5
"Regular Season","2009-10",20900390,2009-12-19,"MIL vs. SAC","SAC","MIL",7,"vs","MIL","SAC",95,96,-6.5,1
"Regular Season","2009-10",20900391,2009-12-19,"SAS vs. IND","SAS","IND",8,"vs","SAS","IND",100,99,-12,-1
"Regular Season","2009-10",20900392,2009-12-19,"WAS @ PHX","PHX","WAS",9,"@ ","PHX","WAS",121,95,-10.5,-26
"Regular Season","2009-10",20900393,2009-12-20,"TOR vs. NOH","TOR","NOH",1,"vs","TOR","NOH",98,92,-1.5,-6
"Regular Season","2009-10",20900394,2009-12-20,"DEN @ MEM","MEM","DEN",2,"@ ","MEM","DEN",102,96,1.5,-6
"Regular Season","2009-10",20900395,2009-12-20,"MIN @ BOS","BOS","MIN",3,"@ ","BOS","MIN",122,104,-13.5,-18
"Regular Season","2009-10",20900396,2009-12-20,"LAL @ DET","LAL","DET",4,"@ ","DET","LAL",81,93,7.5,12
"Regular Season","2009-10",20900397,2009-12-20,"POR @ MIA","POR","MIA",5,"@ ","MIA","POR",95,102,-5,7
"Regular Season","2009-10",20900398,2009-12-20,"CLE @ DAL","DAL","CLE",6,"@ ","DAL","CLE",102,95,3.5,-7
"Regular Season","2009-10",20900399,2009-12-20,"CHA @ NYK","NYK","CHA",7,"@ ","NYK","CHA",98,94,-6.5,-4
"Regular Season","2009-10",20900400,2009-12-21,"IND vs. MIL","MIL","IND",1,"vs","IND","MIL",81,84,-1,3
"Regular Season","2009-10",20900401,2009-12-21,"ORL vs. UTA","ORL","UTA",2,"vs","ORL","UTA",104,99,-8,-5
"Regular Season","2009-10",20900402,2009-12-21,"CHI vs. SAC","SAC","CHI",3,"vs","CHI","SAC",98,102,-4.5,4
"Regular Season","2009-10",20900403,2009-12-21,"SAS vs. LAC","SAS","LAC",4,"vs","SAS","LAC",103,87,-9,-16
"Regular Season","2009-10",20900404,2009-12-21,"CLE @ PHX","CLE","PHX",5,"@ ","PHX","CLE",91,109,-2.5,18
"Regular Season","2009-10",20900405,2009-12-22,"DET @ CHA","CHA","DET",1,"@ ","CHA","DET",88,76,-5.5,-12
"Regular Season","2009-10",20900406,2009-12-22,"PHI @ WAS","WAS","PHI",2,"@ ","WAS","PHI",105,98,-1.5,-7
"Regular Season","2009-10",20900407,2009-12-22,"IND @ BOS","BOS","IND",3,"@ ","BOS","IND",103,94,-14,-9
"Regular Season","2009-10",20900408,2009-12-22,"CHI @ NYK","NYK","CHI",4,"@ ","NYK","CHI",88,81,-6,-7
"Regular Season","2009-10",20900409,2009-12-22,"GSW @ MEM","MEM","GSW",5,"@ ","MEM","GSW",121,108,-7.5,-13
"Regular Season","2009-10",20900410,2009-12-22,"MIN vs. ATL","ATL","MIN",6,"vs","MIN","ATL",87,112,9.5,25
"Regular Season","2009-10",20900411,2009-12-22,"DAL vs. POR","POR","DAL",7,"vs","DAL","POR",81,85,-6,4
"Regular Season","2009-10",20900412,2009-12-22,"HOU vs. LAC","HOU","LAC",8,"vs","HOU","LAC",108,99,-8,-9
"Regular Season","2009-10",20900413,2009-12-22,"OKC @ LAL","LAL","OKC",9,"@ ","LAL","OKC",111,108,-10,-3
"Regular Season","2009-10",20900414,2009-12-23,"HOU @ ORL","ORL","HOU",1,"@ ","ORL","HOU",102,87,-8,-15
"Regular Season","2009-10",20900415,2009-12-23,"TOR @ DET","TOR","DET",2,"@ ","DET","TOR",64,94,0,30
"Regular Season","2009-10",20900416,2009-12-23,"MIA vs. UTA","MIA","UTA",3,"vs","MIA","UTA",80,70,0,-10
"Regular Season","2009-10",20900417,2009-12-23,"MIN @ NJN","MIN","NJN",4,"@ ","NJN","MIN",99,103,-4,4
"Regular Season","2009-10",20900418,2009-12-23,"MIL vs. WAS","WAS","MIL",5,"vs","MIL","WAS",97,109,-7.5,12
"Regular Season","2009-10",20900419,2009-12-23,"NOH vs. GSW","NOH","GSW",6,"vs","NOH","GSW",108,102,-9.5,-6
"Regular Season","2009-10",20900420,2009-12-23,"POR @ SAS","POR","SAS",7,"@ ","SAS","POR",94,98,-12.5,4
"Regular Season","2009-10",20900421,2009-12-23,"DEN vs. ATL","DEN","ATL",8,"vs","DEN","ATL",124,104,-3.5,-20
"Regular Season","2009-10",20900422,2009-12-23,"PHX vs. OKC","OKC","PHX",9,"vs","PHX","OKC",113,117,-8.5,4
"Regular Season","2009-10",20900423,2009-12-23,"CLE @ SAC","CLE","SAC",10,"@ ","SAC","CLE",104,117,5.5,13
"Regular Season","2009-10",20900424,2009-12-25,"NYK vs. MIA","MIA","NYK",1,"vs","NYK","MIA",87,93,-2,6
"Regular Season","2009-10",20900425,2009-12-25,"BOS @ ORL","BOS","ORL",2,"@ ","ORL","BOS",77,86,-5.5,9
"Regular Season","2009-10",20900426,2009-12-25,"LAL vs. CLE","CLE","LAL",3,"vs","LAL","CLE",87,102,-6,15
"Regular Season","2009-10",20900427,2009-12-25,"PHX vs. LAC","PHX","LAC",4,"vs","PHX","LAC",124,93,-9.5,-31
"Regular Season","2009-10",20900428,2009-12-25,"POR vs. DEN","POR","DEN",5,"vs","POR","DEN",107,96,2.5,-11
"Regular Season","2009-10",20900429,2009-12-26,"DAL vs. MEM","DAL","MEM",1,"vs","DAL","MEM",106,101,-8.5,-5
"Regular Season","2009-10",20900430,2009-12-26,"IND vs. ATL","ATL","IND",2,"vs","IND","ATL",98,110,6,12
"Regular Season","2009-10",20900431,2009-12-26,"HOU @ NJN","HOU","NJN",3,"@ ","NJN","HOU",93,98,8.5,5
"Regular Season","2009-10",20900432,2009-12-26,"NOH @ CHI","CHI","NOH",4,"@ ","CHI","NOH",96,85,-2.5,-11
"Regular Season","2009-10",20900433,2009-12-26,"MIN vs. WAS","MIN","WAS",5,"vs","MIN","WAS",101,89,2,-12
"Regular Season","2009-10",20900434,2009-12-26,"CHA @ OKC","OKC","CHA",6,"@ ","OKC","CHA",98,91,-5.5,-7
"Regular Season","2009-10",20900435,2009-12-26,"MIL vs. SAS","SAS","MIL",7,"vs","MIL","SAS",97,112,2,15
"Regular Season","2009-10",20900436,2009-12-26,"UTA vs. PHI","UTA","PHI",8,"vs","UTA","PHI",97,76,-7,-21
"Regular Season","2009-10",20900437,2009-12-26,"SAC vs. LAL","LAL","SAC",9,"vs","SAC","LAL",103,112,6,9
"Regular Season","2009-10",20900438,2009-12-26,"GSW vs. PHX","GSW","PHX",10,"vs","GSW","PHX",132,127,3,-5
"Regular Season","2009-10",20900439,2009-12-27,"DET @ TOR","TOR","DET",1,"@ ","TOR","DET",102,95,-4,-7
"Regular Season","2009-10",20900440,2009-12-27,"HOU @ CLE","CLE","HOU",2,"@ ","CLE","HOU",108,83,-8,-25
"Regular Season","2009-10",20900441,2009-12-27,"MIA vs. IND","MIA","IND",3,"vs","MIA","IND",114,80,-9,-34
"Regular Season","2009-10",20900442,2009-12-27,"SAS @ NYK","SAS","NYK",4,"@ ","NYK","SAS",88,95,3.5,7
"Regular Season","2009-10",20900443,2009-12-27,"DEN vs. DAL","DAL","DEN",5,"vs","DEN","DAL",96,104,-5.5,8
"Regular Season","2009-10",20900444,2009-12-27,"LAC vs. BOS","LAC","BOS",6,"vs","LAC","BOS",92,90,8.5,-2
"Regular Season","2009-10",20900445,2009-12-28,"CHA vs. MIL","CHA","MIL",1,"vs","CHA","MIL",94,84,-4.5,-10
"Regular Season","2009-10",20900446,2009-12-28,"NJN vs. OKC","OKC","NJN",2,"vs","NJN","OKC",89,105,5.5,16
"Regular Season","2009-10",20900447,2009-12-28,"MEM vs. WAS","MEM","WAS",3,"vs","MEM","WAS",116,111,-5,-5
"Regular Season","2009-10",20900448,2009-12-28,"PHX vs. LAL","PHX","LAL",4,"vs","PHX","LAL",118,103,1,-15
"Regular Season","2009-10",20900449,2009-12-28,"PHI @ POR","PHI","POR",5,"@ ","POR","PHI",93,104,-5.5,11
"Regular Season","2009-10",20900450,2009-12-28,"SAC vs. DEN","SAC","DEN",6,"vs","SAC","DEN",106,101,2,-5
"Regular Season","2009-10",20900451,2009-12-28,"GSW vs. BOS","GSW","BOS",7,"vs","GSW","BOS",103,99,5.5,-4
"Regular Season","2009-10",20900452,2009-12-29,"ATL vs. CLE","CLE","ATL",1,"vs","ATL","CLE",84,95,-2.5,11
"Regular Season","2009-10",20900453,2009-12-29,"OKC @ WAS","OKC","WAS",2,"@ ","WAS","OKC",98,110,1,12
"Regular Season","2009-10",20900454,2009-12-29,"NYK @ DET","NYK","DET",3,"@ ","DET","NYK",87,104,-4.5,17
"Regular Season","2009-10",20900455,2009-12-29,"CHI vs. IND","CHI","IND",4,"vs","CHI","IND",104,95,-6.5,-9
"Regular Season","2009-10",20900456,2009-12-29,"HOU vs. NOH","HOU","NOH",5,"vs","HOU","NOH",108,100,-6,-8
"Regular Season","2009-10",20900457,2009-12-29,"SAS vs. MIN","SAS","MIN",6,"vs","SAS","MIN",117,99,-11,-18
"Regular Season","2009-10",20900458,2009-12-29,"LAL vs. GSW","LAL","GSW",7,"vs","LAL","GSW",124,118,-11.5,-6
"Regular Season","2009-10",20900459,2009-12-30,"ATL @ CLE","CLE","ATL",1,"@ ","CLE","ATL",106,101,-5.5,-5
"Regular Season","2009-10",20900460,2009-12-30,"MEM @ IND","MEM","IND",2,"@ ","IND","MEM",110,121,3,11
"Regular Season","2009-10",20900461,2009-12-30,"ORL vs. MIL","ORL","MIL",3,"vs","ORL","MIL",117,92,-10.5,-25
"Regular Season","2009-10",20900462,2009-12-30,"TOR vs. CHA","TOR","CHA",4,"vs","TOR","CHA",107,103,-5.5,-4
"Regular Season","2009-10",20900463,2009-12-30,"NJN vs. NYK","NJN","NYK",5,"vs","NJN","NYK",104,95,2.5,-9
"Regular Season","2009-10",20900464,2009-12-30,"UTA @ MIN","UTA","MIN",6,"@ ","MIN","UTA",103,107,7.5,4
"Regular Season","2009-10",20900465,2009-12-30,"MIA @ NOH","NOH","MIA",7,"@ ","NOH","MIA",95,91,1.5,-4
"Regular Season","2009-10",20900466,2009-12-30,"BOS @ PHX","PHX","BOS",8,"@ ","PHX","BOS",116,98,-5,-18
"Regular Season","2009-10",20900467,2009-12-30,"POR vs. LAC","POR","LAC",9,"vs","POR","LAC",103,99,-6.5,-4
"Regular Season","2009-10",20900468,2009-12-30,"PHI @ SAC","PHI","SAC",10,"@ ","SAC","PHI",106,116,-2.5,10
