"typeSeason","slugSeason","idGame","dateGame","slugMatchup","slugTeamWinner","slugTeamLoser","numberGameDay","vh","home_team_short","away_team_short","home_Final","away_Final","Close","Actual"
"Regular Season","2002-03",20200421,2002-12-28,"DET vs. MIN","DET","MIN",4,"vs","DET","MIN",NA,NA,NA,NA
"Regular Season","2002-03",20200422,2002-12-28,"SAS @ CHI","SAS","CHI",5,"@ ","CHI","SAS",NA,NA,NA,NA
"Regular Season","2002-03",20200423,2002-12-28,"NJN @ MIL","NJN","MIL",6,"@ ","MIL","NJN",NA,NA,NA,NA
"Regular Season","2002-03",20200424,2002-12-28,"DAL vs. NYK","DAL","NYK",7,"vs","DAL","NYK",NA,NA,NA,NA
"Regular Season","2002-03",20200425,2002-12-28,"LAL @ DEN","LAL","DEN",8,"@ ","DEN","LAL",NA,NA,NA,NA
"Regular Season","2002-03",20200426,2002-12-28,"PHI @ UTA","UTA","PHI",9,"@ ","UTA","PHI",NA,NA,NA,NA
"Regular Season","2002-03",20200427,2002-12-28,"POR @ SAC","POR","SAC",10,"@ ","SAC","POR",NA,NA,NA,NA
"Regular Season","2002-03",20200428,2002-12-28,"LAC vs. GSW","GSW","LAC",11,"vs","LAC","GSW",NA,NA,NA,NA
"Regular Season","2002-03",20200429,2002-12-29,"PHX @ CLE","PHX","CLE",1,"@ ","CLE","PHX",NA,NA,NA,NA
"Regular Season","2002-03",20200430,2002-12-29,"HOU vs. NOH","HOU","NOH",2,"vs","HOU","NOH",NA,NA,NA,NA
"Regular Season","2002-03",20200431,2002-12-29,"TOR @ LAL","LAL","TOR",3,"@ ","LAL","TOR",NA,NA,NA,NA
"Regular Season","2002-03",20200432,2002-12-30,"WAS @ ORL","ORL","WAS",1,"@ ","ORL","WAS",NA,NA,NA,NA
"Regular Season","2002-03",20200433,2002-12-30,"NYK vs. SAS","NYK","SAS",2,"vs","NYK","SAS",NA,NA,NA,NA
"Regular Season","2002-03",20200434,2002-12-30,"NJN vs. CLE","NJN","CLE",3,"vs","NJN","CLE",NA,NA,NA,NA
"Regular Season","2002-03",20200435,2002-12-30,"MIA vs. ATL","MIA","ATL",4,"vs","MIA","ATL",NA,NA,NA,NA
"Regular Season","2002-03",20200436,2002-12-30,"POR @ DET","POR","DET",5,"@ ","DET","POR",NA,NA,NA,NA
"Regular Season","2002-03",20200437,2002-12-30,"PHX @ MIN","MIN","PHX",6,"@ ","MIN","PHX",NA,NA,NA,NA
"Regular Season","2002-03",20200438,2002-12-30,"MIL @ DAL","MIL","DAL",7,"@ ","DAL","MIL",NA,NA,NA,NA
"Regular Season","2002-03",20200439,2002-12-30,"SEA @ DEN","SEA","DEN",8,"@ ","DEN","SEA",NA,NA,NA,NA
"Regular Season","2002-03",20200440,2002-12-30,"UTA vs. TOR","UTA","TOR",9,"vs","UTA","TOR",NA,NA,NA,NA
"Regular Season","2002-03",20200441,2002-12-30,"GSW vs. PHI","GSW","PHI",10,"vs","GSW","PHI",NA,NA,NA,NA
"Regular Season","2002-03",20200442,2002-12-31,"MEM @ BOS","BOS","MEM",1,"@ ","BOS","MEM",NA,NA,NA,NA
"Regular Season","2002-03",20200443,2002-12-31,"POR @ CHI","CHI","POR",2,"@ ","CHI","POR",NA,NA,NA,NA
"Regular Season","2002-03",20200444,2002-12-31,"SAS @ WAS","WAS","SAS",3,"@ ","WAS","SAS",NA,NA,NA,NA
"Regular Season","2002-03",20200445,2002-12-31,"IND @ NOH","IND","NOH",4,"@ ","NOH","IND",NA,NA,NA,NA
"Regular Season","2002-03",20200446,2002-12-31,"PHI @ LAC","PHI","LAC",5,"@ ","LAC","PHI",NA,NA,NA,NA
"Regular Season","2002-03",20200447,2002-12-31,"MIL @ HOU","HOU","MIL",6,"@ ","HOU","MIL",NA,NA,NA,NA
"Regular Season","2002-03",20200448,2003-01-01,"ATL vs. MIA","MIA","ATL",1,"vs","ATL","MIA",NA,NA,NA,NA
"Regular Season","2002-03",20200449,2003-01-01,"NYK vs. TOR","NYK","TOR",2,"vs","NYK","TOR",NA,NA,NA,NA
"Regular Season","2002-03",20200450,2003-01-02,"WAS @ CHI","WAS","CHI",1,"@ ","CHI","WAS",NA,NA,NA,NA
"Regular Season","2002-03",20200451,2003-01-02,"LAC @ DAL","DAL","LAC",2,"@ ","DAL","LAC",NA,NA,NA,NA
"Regular Season","2002-03",20200452,2003-01-02,"PHI @ PHX","PHX","PHI",3,"@ ","PHX","PHI",NA,NA,NA,NA
"Regular Season","2002-03",20200453,2003-01-03,"TOR vs. CLE","CLE","TOR",1,"vs","TOR","CLE",NA,NA,NA,NA
"Regular Season","2002-03",20200454,2003-01-03,"BOS vs. POR","POR","BOS",2,"vs","BOS","POR",NA,NA,NA,NA
"Regular Season","2002-03",20200455,2003-01-03,"IND @ NYK","NYK","IND",3,"@ ","NYK","IND",NA,NA,NA,NA
"Regular Season","2002-03",20200456,2003-01-03,"MIA vs. NJN","NJN","MIA",4,"vs","MIA","NJN",NA,NA,NA,NA
"Regular Season","2002-03",20200458,2003-01-03,"MEM vs. LAC","MEM","LAC",5,"vs","MEM","LAC",NA,NA,NA,NA
"Regular Season","2002-03",20200459,2003-01-03,"ORL @ NOH","NOH","ORL",6,"@ ","NOH","ORL",NA,NA,NA,NA
"Regular Season","2002-03",20200460,2003-01-03,"UTA @ MIL","UTA","MIL",7,"@ ","MIL","UTA",NA,NA,NA,NA
"Regular Season","2002-03",20200461,2003-01-03,"SAS vs. GSW","SAS","GSW",8,"vs","SAS","GSW",NA,NA,NA,NA
"Regular Season","2002-03",20200462,2003-01-03,"DEN @ SEA","DEN","SEA",9,"@ ","SEA","DEN",NA,NA,NA,NA
"Regular Season","2002-03",20200463,2003-01-04,"PHI @ DAL","DAL","PHI",1,"@ ","DAL","PHI",NA,NA,NA,NA
"Regular Season","2002-03",20200464,2003-01-04,"IND @ WAS","WAS","IND",2,"@ ","WAS","IND",NA,NA,NA,NA
"Regular Season","2002-03",20200465,2003-01-04,"NJN @ ORL","NJN","ORL",3,"@ ","ORL","NJN",NA,NA,NA,NA
"Regular Season","2002-03",20200466,2003-01-04,"ATL vs. DET","DET","ATL",4,"vs","ATL","DET",NA,NA,NA,NA
"Regular Season","2002-03",20200467,2003-01-04,"UTA @ MIN","UTA","MIN",5,"@ ","MIN","UTA",NA,NA,NA,NA
"Regular Season","2002-03",20200468,2003-01-04,"CLE @ CHI","CHI","CLE",6,"@ ","CHI","CLE",NA,NA,NA,NA
"Regular Season","2002-03",20200469,2003-01-04,"GSW @ HOU","GSW","HOU",7,"@ ","HOU","GSW",NA,NA,NA,NA
"Regular Season","2002-03",20200470,2003-01-04,"DEN vs. SAC","SAC","DEN",8,"vs","DEN","SAC",NA,NA,NA,NA
"Regular Season","2002-03",20200471,2003-01-04,"LAL @ PHX","PHX","LAL",9,"@ ","PHX","LAL",NA,NA,NA,NA
"Regular Season","2002-03",20200472,2003-01-05,"TOR vs. NOH","NOH","TOR",1,"vs","TOR","NOH",NA,NA,NA,NA
"Regular Season","2002-03",20200473,2003-01-05,"SAS @ LAC","SAS","LAC",2,"@ ","LAC","SAS",NA,NA,NA,NA
"Regular Season","2002-03",20200474,2003-01-05,"POR @ NYK","POR","NYK",3,"@ ","NYK","POR",NA,NA,NA,NA
"Regular Season","2002-03",20200475,2003-01-05,"MIA @ SAC","SAC","MIA",4,"@ ","SAC","MIA",NA,NA,NA,NA
"Regular Season","2002-03",20200476,2003-01-05,"PHX @ LAL","LAL","PHX",5,"@ ","LAL","PHX",NA,NA,NA,NA
"Regular Season","2002-03",20200477,2003-01-06,"BOS vs. WAS","WAS","BOS",1,"vs","BOS","WAS",NA,NA,NA,NA
"Regular Season","2002-03",20200478,2003-01-06,"IND @ PHI","IND","PHI",2,"@ ","PHI","IND",NA,NA,NA,NA
"Regular Season","2002-03",20200479,2003-01-06,"NYK @ ORL","ORL","NYK",3,"@ ","ORL","NYK",NA,NA,NA,NA
"Regular Season","2002-03",20200480,2003-01-06,"MIL @ CLE","MIL","CLE",4,"@ ","CLE","MIL",NA,NA,NA,NA
"Regular Season","2002-03",20200481,2003-01-06,"ATL vs. NJN","NJN","ATL",5,"vs","ATL","NJN",NA,NA,NA,NA
"Regular Season","2002-03",20200482,2003-01-06,"DET vs. TOR","DET","TOR",6,"vs","DET","TOR",NA,NA,NA,NA
"Regular Season","2002-03",20200483,2003-01-06,"MEM vs. NOH","MEM","NOH",7,"vs","MEM","NOH",NA,NA,NA,NA
"Regular Season","2002-03",20200484,2003-01-06,"UTA @ CHI","CHI","UTA",8,"@ ","CHI","UTA",NA,NA,NA,NA
"Regular Season","2002-03",20200485,2003-01-06,"DEN @ DAL","DAL","DEN",9,"@ ","DAL","DEN",NA,NA,NA,NA
"Regular Season","2002-03",20200486,2003-01-06,"GSW vs. MIA","GSW","MIA",10,"vs","GSW","MIA",NA,NA,NA,NA
"Regular Season","2002-03",20200487,2003-01-07,"SAC @ MIL","SAC","MIL",1,"@ ","MIL","SAC",NA,NA,NA,NA
"Regular Season","2002-03",20200488,2003-01-07,"MIN @ HOU","HOU","MIN",2,"@ ","HOU","MIN",NA,NA,NA,NA
"Regular Season","2002-03",20200489,2003-01-07,"POR vs. PHX","PHX","POR",3,"vs","POR","PHX",NA,NA,NA,NA
"Regular Season","2002-03",20200490,2003-01-07,"SEA @ LAL","LAL","SEA",4,"@ ","LAL","SEA",NA,NA,NA,NA
"Regular Season","2002-03",20200491,2003-01-08,"DET @ PHI","DET","PHI",1,"@ ","PHI","DET",NA,NA,NA,NA
"Regular Season","2002-03",20200492,2003-01-08,"WAS vs. CHI","WAS","CHI",2,"vs","WAS","CHI",NA,NA,NA,NA
"Regular Season","2002-03",20200493,2003-01-08,"HOU @ ORL","HOU","ORL",3,"@ ","ORL","HOU",NA,NA,NA,NA
"Regular Season","2002-03",20200494,2003-01-08,"NYK @ IND","IND","NYK",4,"@ ","IND","NYK",NA,NA,NA,NA
"Regular Season","2002-03",20200495,2003-01-08,"ATL vs. DAL","DAL","ATL",5,"vs","ATL","DAL",NA,NA,NA,NA
"Regular Season","2002-03",20200496,2003-01-08,"MIN vs. GSW","MIN","GSW",6,"vs","MIN","GSW",NA,NA,NA,NA
"Regular Season","2002-03",20200497,2003-01-08,"BOS @ NOH","BOS","NOH",7,"@ ","NOH","BOS",NA,NA,NA,NA
"Regular Season","2002-03",20200498,2003-01-08,"MIA @ DEN","DEN","MIA",8,"@ ","DEN","MIA",NA,NA,NA,NA
"Regular Season","2002-03",20200499,2003-01-08,"PHX @ UTA","UTA","PHX",9,"@ ","UTA","PHX",NA,NA,NA,NA
"Regular Season","2002-03",20200500,2003-01-08,"SAS @ SEA","SAS","SEA",10,"@ ","SEA","SAS",NA,NA,NA,NA
"Regular Season","2002-03",20200501,2003-01-08,"MEM @ LAC","LAC","MEM",11,"@ ","LAC","MEM",NA,NA,NA,NA
"Regular Season","2002-03",20200502,2003-01-09,"NJN vs. SAC","SAC","NJN",1,"vs","NJN","SAC",NA,NA,NA,NA
"Regular Season","2002-03",20200503,2003-01-09,"POR vs. SAS","POR","SAS",2,"vs","POR","SAS",NA,NA,NA,NA
"Regular Season","2002-03",20200504,2003-01-10,"PHI vs. NYK","NYK","PHI",1,"vs","PHI","NYK",NA,NA,NA,NA
"Regular Season","2002-03",20200505,2003-01-10,"WAS vs. GSW","GSW","WAS",2,"vs","WAS","GSW",NA,NA,NA,NA
"Regular Season","2002-03",20200506,2003-01-10,"IND @ ORL","IND","ORL",3,"@ ","ORL","IND",NA,NA,NA,NA
"Regular Season","2002-03",20200507,2003-01-10,"NJN @ TOR","NJN","TOR",4,"@ ","TOR","NJN",NA,NA,NA,NA
"Regular Season","2002-03",20200508,2003-01-10,"ATL vs. HOU","ATL","HOU",5,"vs","ATL","HOU",NA,NA,NA,NA
"Regular Season","2002-03",20200509,2003-01-10,"SAC @ MIN","MIN","SAC",6,"@ ","MIN","SAC",NA,NA,NA,NA
"Regular Season","2002-03",20200510,2003-01-10,"BOS @ DAL","DAL","BOS",7,"@ ","DAL","BOS",NA,NA,NA,NA
"Regular Season","2002-03",20200511,2003-01-10,"DET @ NOH","DET","NOH",8,"@ ","NOH","DET",NA,NA,NA,NA
"Regular Season","2002-03",20200512,2003-01-10,"MIL vs. CHI","MIL","CHI",9,"vs","MIL","CHI",NA,NA,NA,NA
"Regular Season","2002-03",20200513,2003-01-10,"POR @ DEN","DEN","POR",10,"@ ","DEN","POR",NA,NA,NA,NA
"Regular Season","2002-03",20200514,2003-01-10,"UTA vs. MIA","UTA","MIA",11,"vs","UTA","MIA",NA,NA,NA,NA
"Regular Season","2002-03",20200515,2003-01-10,"MEM @ PHX","PHX","MEM",12,"@ ","PHX","MEM",NA,NA,NA,NA
"Regular Season","2002-03",20200516,2003-01-10,"CLE @ LAL","LAL","CLE",13,"@ ","LAL","CLE",NA,NA,NA,NA
"Regular Season","2002-03",20200517,2003-01-10,"LAC @ SEA","LAC","SEA",14,"@ ","SEA","LAC",NA,NA,NA,NA
"Regular Season","2002-03",20200518,2003-01-11,"NOH @ ATL","ATL","NOH",1,"@ ","ATL","NOH",NA,NA,NA,NA
"Regular Season","2002-03",20200519,2003-01-11,"IND vs. GSW","IND","GSW",2,"vs","IND","GSW",NA,NA,NA,NA
"Regular Season","2002-03",20200520,2003-01-11,"WAS @ NYK","WAS","NYK",3,"@ ","NYK","WAS",NA,NA,NA,NA
"Regular Season","2002-03",20200521,2003-01-11,"MIL @ DET","MIL","DET",4,"@ ","DET","MIL",NA,NA,NA,NA
"Regular Season","2002-03",20200522,2003-01-11,"HOU vs. DEN","HOU","DEN",5,"vs","HOU","DEN",NA,NA,NA,NA
"Regular Season","2002-03",20200523,2003-01-12,"TOR vs. MIN","TOR","MIN",1,"vs","TOR","MIN",NA,NA,NA,NA
"Regular Season","2002-03",20200524,2003-01-12,"LAC vs. DAL","DAL","LAC",2,"vs","LAC","DAL",NA,NA,NA,NA
"Regular Season","2002-03",20200525,2003-01-12,"ORL @ PHI","ORL","PHI",3,"@ ","PHI","ORL",NA,NA,NA,NA
"Regular Season","2002-03",20200526,2003-01-12,"SAS vs. BOS","SAS","BOS",4,"vs","SAS","BOS",NA,NA,NA,NA
"Regular Season","2002-03",20200527,2003-01-12,"UTA @ PHX","PHX","UTA",5,"@ ","PHX","UTA",NA,NA,NA,NA
"Regular Season","2002-03",20200528,2003-01-12,"MEM @ SAC","SAC","MEM",6,"@ ","SAC","MEM",NA,NA,NA,NA
"Regular Season","2002-03",20200529,2003-01-12,"SEA vs. CLE","CLE","SEA",7,"vs","SEA","CLE",NA,NA,NA,NA
"Regular Season","2002-03",20200530,2003-01-12,"LAL vs. MIA","LAL","MIA",8,"vs","LAL","MIA",NA,NA,NA,NA
"Regular Season","2002-03",20200531,2003-01-13,"ORL vs. DET","DET","ORL",1,"vs","ORL","DET",NA,NA,NA,NA
"Regular Season","2002-03",20200532,2003-01-13,"MIN vs. DEN","MIN","DEN",2,"vs","MIN","DEN",NA,NA,NA,NA
"Regular Season","2002-03",20200533,2003-01-13,"CHI vs. NYK","CHI","NYK",3,"vs","CHI","NYK",NA,NA,NA,NA
"Regular Season","2002-03",20200534,2003-01-13,"HOU vs. BOS","HOU","BOS",4,"vs","HOU","BOS",NA,NA,NA,NA
"Regular Season","2002-03",20200535,2003-01-13,"CLE @ POR","POR","CLE",5,"@ ","POR","CLE",NA,NA,NA,NA
"Regular Season","2002-03",20200536,2003-01-13,"GSW vs. MEM","MEM","GSW",6,"vs","GSW","MEM",NA,NA,NA,NA
"Regular Season","2002-03",20200537,2003-01-14,"TOR @ WAS","TOR","WAS",1,"@ ","WAS","TOR",NA,NA,NA,NA
"Regular Season","2002-03",20200538,2003-01-14,"NYK vs. CHI","NYK","CHI",2,"vs","NYK","CHI",NA,NA,NA,NA
"Regular Season","2002-03",20200539,2003-01-14,"DET @ MIA","MIA","DET",3,"@ ","MIA","DET",NA,NA,NA,NA
"Regular Season","2002-03",20200540,2003-01-14,"MIL vs. ATL","MIL","ATL",4,"vs","MIL","ATL",NA,NA,NA,NA
"Regular Season","2002-03",20200541,2003-01-14,"PHX @ SAS","SAS","PHX",5,"@ ","SAS","PHX",NA,NA,NA,NA
"Regular Season","2002-03",20200542,2003-01-15,"ATL @ BOS","BOS","ATL",1,"@ ","BOS","ATL",NA,NA,NA,NA
"Regular Season","2002-03",20200543,2003-01-15,"NJN @ PHI","PHI","NJN",2,"@ ","PHI","NJN",NA,NA,NA,NA
"Regular Season","2002-03",20200544,2003-01-15,"TOR vs. MIL","MIL","TOR",3,"vs","TOR","MIL",NA,NA,NA,NA
"Regular Season","2002-03",20200545,2003-01-15,"IND vs. MIA","IND","MIA",4,"vs","IND","MIA",NA,NA,NA,NA
"Regular Season","2002-03",20200546,2003-01-15,"NOH vs. LAL","LAL","NOH",5,"vs","NOH","LAL",NA,NA,NA,NA
"Regular Season","2002-03",20200547,2003-01-15,"HOU vs. PHX","HOU","PHX",6,"vs","HOU","PHX",NA,NA,NA,NA
"Regular Season","2002-03",20200548,2003-01-15,"UTA @ DEN","UTA","DEN",7,"@ ","DEN","UTA",NA,NA,NA,NA
"Regular Season","2002-03",20200549,2003-01-15,"DAL @ SAC","SAC","DAL",8,"@ ","SAC","DAL",NA,NA,NA,NA
"Regular Season","2002-03",20200550,2003-01-15,"MEM @ POR","POR","MEM",9,"@ ","POR","MEM",NA,NA,NA,NA
"Regular Season","2002-03",20200551,2003-01-15,"MIN @ LAC","MIN","LAC",10,"@ ","LAC","MIN",NA,NA,NA,NA
"Regular Season","2002-03",20200552,2003-01-15,"GSW vs. CLE","GSW","CLE",11,"vs","GSW","CLE",NA,NA,NA,NA
"Regular Season","2002-03",20200553,2003-01-16,"WAS vs. ORL","WAS","ORL",1,"vs","WAS","ORL",NA,NA,NA,NA
"Regular Season","2002-03",20200554,2003-01-16,"SEA @ UTA","UTA","SEA",2,"@ ","UTA","SEA",NA,NA,NA,NA
"Regular Season","2002-03",20200555,2003-01-17,"PHI vs. MIL","MIL","PHI",1,"vs","PHI","MIL",NA,NA,NA,NA
"Regular Season","2002-03",20200556,2003-01-17,"BOS vs. IND","BOS","IND",2,"vs","BOS","IND",NA,NA,NA,NA
"Regular Season","2002-03",20200557,2003-01-17,"NJN vs. TOR","NJN","TOR",3,"vs","NJN","TOR",NA,NA,NA,NA
"Regular Season","2002-03",20200558,2003-01-17,"NYK @ DET","DET","NYK",4,"@ ","DET","NYK",NA,NA,NA,NA
"Regular Season","2002-03",20200559,2003-01-17,"NOH vs. CHI","NOH","CHI",5,"vs","NOH","CHI",NA,NA,NA,NA
"Regular Season","2002-03",20200560,2003-01-17,"SAS vs. ATL","SAS","ATL",6,"vs","SAS","ATL",NA,NA,NA,NA
"Regular Season","2002-03",20200561,2003-01-17,"CLE @ DEN","DEN","CLE",7,"@ ","DEN","CLE",NA,NA,NA,NA
"Regular Season","2002-03",20200562,2003-01-17,"DAL @ PHX","PHX","DAL",8,"@ ","PHX","DAL",NA,NA,NA,NA
"Regular Season","2002-03",20200563,2003-01-17,"HOU vs. LAL","HOU","LAL",9,"vs","HOU","LAL",NA,NA,NA,NA
"Regular Season","2002-03",20200564,2003-01-17,"SEA vs. MEM","SEA","MEM",10,"vs","SEA","MEM",NA,NA,NA,NA
"Regular Season","2002-03",20200565,2003-01-17,"GSW vs. MIN","GSW","MIN",11,"vs","GSW","MIN",NA,NA,NA,NA
"Regular Season","2002-03",20200566,2003-01-18,"WAS vs. PHI","PHI","WAS",1,"vs","WAS","PHI",NA,NA,NA,NA
"Regular Season","2002-03",20200567,2003-01-18,"NYK @ ATL","NYK","ATL",2,"@ ","ATL","NYK",NA,NA,NA,NA
"Regular Season","2002-03",20200568,2003-01-18,"IND vs. DET","IND","DET",3,"vs","IND","DET",NA,NA,NA,NA
"Regular Season","2002-03",20200569,2003-01-18,"MIA vs. CHI","MIA","CHI",4,"vs","MIA","CHI",NA,NA,NA,NA
"Regular Season","2002-03",20200570,2003-01-18,"BOS @ MIL","BOS","MIL",5,"@ ","MIL","BOS",NA,NA,NA,NA
"Regular Season","2002-03",20200571,2003-01-18,"CLE @ UTA","UTA","CLE",6,"@ ","UTA","CLE",NA,NA,NA,NA
"Regular Season","2002-03",20200572,2003-01-18,"POR vs. MIN","MIN","POR",7,"vs","POR","MIN",NA,NA,NA,NA
"Regular Season","2002-03",20200573,2003-01-18,"LAC vs. SAC","LAC","SAC",8,"vs","LAC","SAC",NA,NA,NA,NA
"Regular Season","2002-03",20200574,2003-01-19,"TOR vs. ORL","ORL","TOR",1,"vs","TOR","ORL",NA,NA,NA,NA
"Regular Season","2002-03",20200575,2003-01-19,"SEA vs. DAL","SEA","DAL",2,"vs","SEA","DAL",NA,NA,NA,NA
"Regular Season","2002-03",20200576,2003-01-20,"MIA @ NYK","NYK","MIA",1,"@ ","NYK","MIA",NA,NA,NA,NA
"Regular Season","2002-03",20200577,2003-01-20,"DEN @ WAS","WAS","DEN",2,"@ ","WAS","DEN",NA,NA,NA,NA
"Regular Season","2002-03",20200578,2003-01-20,"ATL vs. CHI","CHI","ATL",3,"vs","ATL","CHI",NA,NA,NA,NA
"Regular Season","2002-03",20200579,2003-01-20,"DET vs. IND","DET","IND",4,"vs","DET","IND",NA,NA,NA,NA
"Regular Season","2002-03",20200580,2003-01-20,"PHX @ NOH","NOH","PHX",5,"@ ","NOH","PHX",NA,NA,NA,NA
"Regular Season","2002-03",20200581,2003-01-20,"SAS vs. HOU","SAS","HOU",6,"vs","SAS","HOU",NA,NA,NA,NA
"Regular Season","2002-03",20200582,2003-01-20,"SAC @ GSW","SAC","GSW",7,"@ ","GSW","SAC",NA,NA,NA,NA
"Regular Season","2002-03",20200583,2003-01-20,"MIN vs. TOR","MIN","TOR",8,"vs","MIN","TOR",NA,NA,NA,NA
"Regular Season","2002-03",20200584,2003-01-20,"MEM vs. POR","POR","MEM",9,"vs","MEM","POR",NA,NA,NA,NA
"Regular Season","2002-03",20200585,2003-01-20,"BOS @ PHI","BOS","PHI",10,"@ ","PHI","BOS",NA,NA,NA,NA
"Regular Season","2002-03",20200586,2003-01-20,"NJN @ UTA","UTA","NJN",11,"@ ","UTA","NJN",NA,NA,NA,NA
"Regular Season","2002-03",20200587,2003-01-20,"LAC @ LAL","LAL","LAC",12,"@ ","LAL","LAC",NA,NA,NA,NA
"Regular Season","2002-03",20200588,2003-01-21,"CLE vs. ORL","ORL","CLE",1,"vs","CLE","ORL",NA,NA,NA,NA
"Regular Season","2002-03",20200589,2003-01-21,"DAL vs. HOU","DAL","HOU",2,"vs","DAL","HOU",NA,NA,NA,NA
"Regular Season","2002-03",20200590,2003-01-21,"SAC vs. NJN","SAC","NJN",3,"vs","SAC","NJN",NA,NA,NA,NA
"Regular Season","2002-03",20200591,2003-01-22,"BOS vs. MIL","MIL","BOS",1,"vs","BOS","MIL",NA,NA,NA,NA
"Regular Season","2002-03",20200592,2003-01-22,"CHI @ ORL","ORL","CHI",2,"@ ","ORL","CHI",NA,NA,NA,NA
"Regular Season","2002-03",20200593,2003-01-22,"IND vs. TOR","IND","TOR",3,"vs","IND","TOR",NA,NA,NA,NA
"Regular Season","2002-03",20200594,2003-01-22,"DEN @ NYK","NYK","DEN",4,"@ ","NYK","DEN",NA,NA,NA,NA
"Regular Season","2002-03",20200595,2003-01-22,"PHX @ MIA","MIA","PHX",5,"@ ","MIA","PHX",NA,NA,NA,NA
"Regular Season","2002-03",20200596,2003-01-22,"POR @ ATL","POR","ATL",6,"@ ","ATL","POR",NA,NA,NA,NA
"Regular Season","2002-03",20200597,2003-01-22,"PHI @ DET","PHI","DET",7,"@ ","DET","PHI",NA,NA,NA,NA
"Regular Season","2002-03",20200598,2003-01-22,"SEA @ MIN","MIN","SEA",8,"@ ","MIN","SEA",NA,NA,NA,NA
"Regular Season","2002-03",20200599,2003-01-22,"SAS vs. MEM","MEM","SAS",9,"vs","SAS","MEM",NA,NA,NA,NA
"Regular Season","2002-03",20200600,2003-01-22,"NOH vs. WAS","NOH","WAS",10,"vs","NOH","WAS",NA,NA,NA,NA
"Regular Season","2002-03",20200601,2003-01-22,"LAC @ UTA","LAC","UTA",11,"@ ","UTA","LAC",NA,NA,NA,NA
"Regular Season","2002-03",20200602,2003-01-22,"GSW @ LAL","GSW","LAL",12,"@ ","LAL","GSW",NA,NA,NA,NA
"Regular Season","2002-03",20200603,2003-01-23,"DAL @ PHI","DAL","PHI",1,"@ ","PHI","DAL",NA,NA,NA,NA
"Regular Season","2002-03",20200604,2003-01-23,"SAC @ MEM","SAC","MEM",2,"@ ","MEM","SAC",NA,NA,NA,NA
"Regular Season","2002-03",20200605,2003-01-23,"NJN @ GSW","GSW","NJN",3,"@ ","GSW","NJN",NA,NA,NA,NA
"Regular Season","2002-03",20200606,2003-01-24,"DAL @ NYK","DAL","NYK",1,"@ ","NYK","DAL",NA,NA,NA,NA
"Regular Season","2002-03",20200607,2003-01-24,"ORL vs. PHX","PHX","ORL",2,"vs","ORL","PHX",NA,NA,NA,NA
"Regular Season","2002-03",20200608,2003-01-24,"IND vs. SEA","IND","SEA",3,"vs","IND","SEA",NA,NA,NA,NA
"Regular Season","2002-03",20200609,2003-01-24,"DEN @ BOS","BOS","DEN",4,"@ ","BOS","DEN",NA,NA,NA,NA
"Regular Season","2002-03",20200610,2003-01-24,"ATL vs. SAC","ATL","SAC",5,"vs","ATL","SAC",NA,NA,NA,NA
"Regular Season","2002-03",20200611,2003-01-24,"MIN vs. LAC","MIN","LAC",6,"vs","MIN","LAC",NA,NA,NA,NA
"Regular Season","2002-03",20200612,2003-01-24,"POR @ NOH","POR","NOH",7,"@ ","NOH","POR",NA,NA,NA,NA
"Regular Season","2002-03",20200613,2003-01-24,"WAS @ CHI","CHI","WAS",8,"@ ","CHI","WAS",NA,NA,NA,NA
"Regular Season","2002-03",20200614,2003-01-24,"DET @ HOU","DET","HOU",9,"@ ","HOU","DET",NA,NA,NA,NA
"Regular Season","2002-03",20200615,2003-01-24,"SAS @ UTA","SAS","UTA",10,"@ ","UTA","SAS",NA,NA,NA,NA
"Regular Season","2002-03",20200616,2003-01-24,"LAL vs. NJN","NJN","LAL",11,"vs","LAL","NJN",NA,NA,NA,NA
"Regular Season","2002-03",20200617,2003-01-25,"MIA vs. PHI","PHI","MIA",1,"vs","MIA","PHI",NA,NA,NA,NA
"Regular Season","2002-03",20200618,2003-01-25,"WAS vs. MIN","MIN","WAS",2,"vs","WAS","MIN",NA,NA,NA,NA
"Regular Season","2002-03",20200619,2003-01-25,"ATL @ CLE","ATL","CLE",3,"@ ","CLE","ATL",NA,NA,NA,NA
"Regular Season","2002-03",20200620,2003-01-25,"SEA @ MEM","SEA","MEM",4,"@ ","MEM","SEA",NA,NA,NA,NA
"Regular Season","2002-03",20200621,2003-01-25,"DEN @ MIL","MIL","DEN",5,"@ ","MIL","DEN",NA,NA,NA,NA
"Regular Season","2002-03",20200622,2003-01-25,"SAS vs. DET","SAS","DET",6,"vs","SAS","DET",NA,NA,NA,NA
"Regular Season","2002-03",20200623,2003-01-25,"UTA @ GSW","GSW","UTA",7,"@ ","GSW","UTA",NA,NA,NA,NA
"Regular Season","2002-03",20200624,2003-01-26,"ORL @ BOS","BOS","ORL",1,"@ ","BOS","ORL",NA,NA,NA,NA
"Regular Season","2002-03",20200625,2003-01-26,"PHX @ NYK","NYK","PHX",2,"@ ","NYK","PHX",NA,NA,NA,NA
"Regular Season","2002-03",20200626,2003-01-26,"LAC @ IND","IND","LAC",3,"@ ","IND","LAC",NA,NA,NA,NA
"Regular Season","2002-03",20200627,2003-01-26,"CHI vs. HOU","CHI","HOU",4,"vs","CHI","HOU",NA,NA,NA,NA
